,video_id,title,transcript
51,B-vYGcl_nA8,The hidden worlds within natural history museums - Joshua Drew,"When you think of natural history museums, you probably picture exhibits 
filled with ancient lifeless things, like dinosaurs meteroites, and gemstones. But behind that educational exterior, which only includes 
about 1% of a museum's collection, there are hidden laboratories 
where scientific breakthroughs are made. Beyond the unmarked doors, and on the floors 
the elevators won't take you to, you'd find windows into amazing worlds. This maze of halls and laboratories 
is a scientific sanctuary that houses a seemingly 
endless variety of specimens. Here, researchers work to unravel 
mysteries of evolution, cosmic origins, and the history of our planet. One museum alone 
may have millions of specimens. The American Museum of Natural History
in New York City has over 32,000,000 in its collection. Let's take a look at just one of them. Scientists have logged exactly
where and when it was found and used various dating techniques 
to pinpoint when it originated. Repeat that a million times over,
and these plants, animals, minerals, fossils, and artifacts present windows 
into times and places around the world and across billions of years of history. When a research problem emerges, scientists peer through these windows
and test hypotheses about the past. For example, in the 1950s, 
populations of predatory birds, like peregrine falcons, owls, and eagles started to mysteriously crash, to the point where a number of species,
including the bald eagle, were declared endangered. Fortunately, scientists in 
The Field Museum in Chicago had been collecting the eggs 
of these predatory birds for decades. They discovered that the egg shells 
used to be thicker and had started to thin around the time when an insecticide called DDT 
started being sprayed on crops. DDT worked very well to kill insects, but when birds came and ate
those heaps of dead bugs, the DDT accumulated in their bodies. It worked its way up the food chain and was absorbed by apex predator birds
in such high concentrations that it thinned their eggs so that they couldn't support 
the nesting bird's weight. There were omelettes everywhere until scientists from 
The Field Museum in Chicago, and other institutions, helped solve the mystery and save the day. America thanks you, Field Museum. Natural history museums 
windows into the past have solved many other 
scientific mysteries. Museum scientists have used 
their collections to sequence the Neanderthal genome, discover genes that gave mammoths red fur, and even pinpoint where 
ancient giant sharks gave birth. There are about 900 
natural history museums in the world, and every year they make 
new discoveries and insights into the Earth's past, present and future. Museum collections even help us 
understand how modern threats, such as global climate change, are impacting our world. For instance, 
naturalists have been collecting samples for over 100 years from Walden Pond, famously immortalized 
by Henry David Thoreau. Thanks to those naturalists,
who count Thoreau among their number, we know that the plants around Walden Pond are blooming over three weeks earlier 
than they did 150 years ago. Because these changes 
have taken place gradually, one person may not have noticed them
over the span of a few decades, but thanks to museum collections, we have an uninterrupted record 
showing how our world is changing. So the next time you're exploring 
a natural history museum, remember that what you're seeing 
is just one gem of a colossal scientific treasure trove. Behind those walls and under your feet
are windows into forgotten worlds. And who knows? One day some future scientist may 
peer through one and see you."
52,lSXNqsOoURg,Why elephants never forget - Alex Gendler,"It's a common saying
that elephants never forget, but these magnificent animals are more
than giant walking hard drives. The more we learn about elephants, the more it appears
that their impressive memory is only one aspect
of an incredible intelligence that makes them
some of the most social, creative, and benevolent creatures on Earth. Unlike many proverbs,
the one about elephant memory is scientifically accurate. Elephants know every member
in their herd, able to recognize as many as 30
companions by sight or smell. This is a great help when migrating or encountering
other potentially hostile elephants. They also remember and distinguish
particular cues that signal danger and can recall important locations long
after their last visit. But it's the memories unrelated
to survival that are the most fascinating. Elephants remember
not only their herd companions but other creatures who have made
a strong impression on them. In one case, two circus elephants
that had briefly performed together rejoiced when crossing paths
23 years later. This recognition isn't limited to others
of their species. Elephants have also recognized humans
they've bonded with after decades apart. All of this shows that elephant memory
goes beyond responses to stimuli. Looking inside their heads,
we can see why. The elephant boasts the largest brain
of any land mammal, as well as an impressive
encephalization quotient. This is the size of the brain
relative to what we'd expect for an animal's body size, and the elephant's EQ is nearly as high
as a chimpanzee's. And despite the distant relation, convergent evolution has made it
remarkably similar to the human brain, with as many neurons and synapses and a highly developed hippocampus
and cerebral cortex. It is the hippocampus, strongly associated
with emotion, that aids recollection by encoding important experiences
into long-term memories. The ability to distinguish this importance
makes elephant memory a complex and adaptable faculty
beyond rote memorization. It's what allows elephants who survived
a drought in their youth to recognize its warning signs
in adulthood, which is why clans with older matriarchs
have higher survival rates. Unfortunately, it's also what makes
elephants one of the few non-human animals to suffer from post-traumatic
stress disorder. The cerebral cortex, on the other hand,
enables problem solving, which elephants display
in many creative ways. They also tackle problems cooperatively, sometimes even outwitting the researchers
and manipulating their partners. And they've grasped basic arithmetic,
keeping track of the relative amounts of fruit in two baskets
after multiple changes. The rare combination of memory
and problem solving can explain some of elephants'
most clever behaviors, but it doesn't explain some of the things
we're just beginning to learn about their mental lives. Elephants communicate using everything
from body signals and vocalizations, to infrasound rumbles that can be heard
kilometers away. And their understanding of syntax suggests that
they have their own language and grammar. This sense of language may even go beyond
simple communication. Elephants create art by carefully
choosing and combining different colors and elements. They can also recognize twelve distinct
tones of music and recreate melodies. And yes, there is an elephant band. But perhaps the most amazing thing
about elephants is a capacity even more important
than cleverness: their sense of empathy,
altruism, and justice. Elephants are the only non-human animals
to mourn their dead, performing burial rituals
and returning to visit graves. They have shown concern
for other species, as well. One working elephant refused
to set a log down into a hole where a dog was sleeping, while elephants encountering injured
humans have sometimes stood guard and gently comforted them
with their trunk. On the other hand, elephant attacks
on human villages have usually occurred right after
massive poachings or cullings, suggesting deliberate revenge. When we consider all this evidence, along with the fact that elephants
are one of the few species who can recognize themselves in a mirror, it's hard to escape the conclusion that they are conscious,
intelligent, and emotional beings. Unfortunately, humanity's treatment
of elephants does not reflect this, as they continue to suffer
from habitat destruction in Asia, ivory poaching in Africa,
and mistreatment in captivity worldwide. Given what we now know about elephants and what they continue to teach us
about animal intelligence, it is more important than ever to ensure that what the English poet John Donne
described as ""nature's great masterpiece"" does not vanish from the world's canvas."
53,z9HIYjRRaDE,Where do genes come from? - Carl Zimmer,"You have about 20,000 genes in your DNA. They encode the molecules that
make up your body, from the keratin in your toenails,
to the collagen at the tip of your nose, to the dopamine surging around
inside your brain. Other species have genes of their own. A spider has genes for spider silk. An oak tree has genes for chlorophyll,
which turns sunlight into wood. So where did all those genes come from? It depends on the gene. Scientists suspect that life
started on Earth about 4 billion years ago. The early life forms were
primitive microbes with a basic set of genes for
the basic tasks required to stay alive. They passed down those basic genes
to their offspring through billions of generations. Some of them still do the same jobs
in our cells today, like copying DNA. But none of those microbes had genes
for spider silk or dopamine. There are a lot more genes on Earth today
than there were back then. It turns out that a lot of those
extra genes were born from mistakes. Each time a cell divides,
it makes new copies of its DNA. Sometimes it accidentally copies
the same stretch of DNA twice. In the process, it may make an extra copy
of one of its genes. At first, the extra gene works the same
as the original one. But over the generations, 
it may pick up new mutations. Those mutations may change how
the new gene works, and that new gene may duplicate again. A surprising number of our 
mutated genes emerged more recently; many in just the past few million years. The youngest evolved after our own species
broke off from our cousins, the apes. While it may take over a million years
for a single gene to give rise to a whole family of genes, scientists are finding that once 
the new genes evolve, they can quickly take on
essential functions. For example, we have hundreds of genes
for the proteins in our noses that grab odor molecules. The mutations let them grab
different molecules, giving us the power to perceive trillions
of different smells. Sometimes mutations have
a bigger effect on new copies of genes. They may cause a gene to make its
protein in a different organ, or at a different time of life, or the protein may start doing
a different job altogether. In snakes, for example, there's a gene
that makes a protein for killing bacteria. Long ago, the gene duplicated
and the new copy mutated. That mutation changed
the signal in the gene about where it should make its protein. Instead of becoming active in
the snake's pacreas, it started making this bacteria-killing
protein in the snake's mouth. So when the snake bit its prey,
this enzyme got into the animal's wound. And when this protein proved
to have a harmful effect, and helped the snake catch more prey, it became favored. So now what was a gene in the pancreas
makes a venom in the mouth that kills the snake's prey. And there are even more incredible ways
to make a new gene. The DNA of animals and plants
and other species contain huge stretches without any
protein coding genes. As far as scientists can tell,
its mostly random sequences of genetic gibberish that serve
no function. These stretches of DNA
sometimes mutate, just like genes do. Sometimes those mutations
turn the DNA into a place where a cell can start reading it. Suddenly the cell is making a new protein. At first, the protein may be useless,
or even harmful, but more mutations can 
change the shape of the protein. The protein may start
doing something useful, something that makes an organism
healthier, stronger, better able to reproduce. Scientists have found these new genes
at work in many parts of animal bodies. So our 20,000 genes have many origins, from the origin of life, to new genes
still coming into existence from scratch. As long as life is here on Earth,
it will be making new genes."
54,inVZoI1AkC8,Feedback loops: How nature gets its rhythms - Anje-Margriet Neutel,"Testing, testing, one, two, three. When your band is trying to perform,
feedback is an annoying obstacle, but in the grand orchestra of nature,
feedback is not only beneficial, it's what makes everything work. What exactly is feedback? The key element, whether in sound,
the environment or social science, is a phenomenon called
mutual causal interaction, where x affects y, y affects x, and so on, creating an ongoing process called 
a feedback loop. And the natural world is full 
of these mechanisms formed by the links between living 
and nonliving things that build resilience by governing 
the way populations and food webs respond to events. When plants die, the dead material
enriches the soil with humus, a stable mass of organic matter,
providing moisture and nutrients for other plants to grow. The more plants grow and die,
the more humus is produced, allowing even more plants to grow,
and so on. This is an example of positive feedback, an essential force
in the buildup of ecosystems. But it's not called positive feedback
because it's beneficial. Rather, it is positive because it amplifies
a particular effect or change from previous conditions. These positive, or amplifying, loops
can also be harmful, like when removing a forest 
makes it vulnerable to erosion, which removes organic matter
and nutrients from the earth, leaving less plants to anchor the soil,
and leading to more erosion. In contrast, negative feedback diminishes
or counteracts changes in an ecosystem to maintain a more stable balance. Consider predators and their prey. When lynx eat snowshoe hares,
they reduce their population, but this drop in the lynx's food source will
soon cause their own population to decline, reducing the predation rate and allowing 
the hare population to increase again. The ongoing cycle creates an up and down
wavelike pattern, maintaining a long-term equilibrium and
allowing a food chain to persist over time. Feedback processes might seem
counterintuitive because many of us are used to more predictable linear
scenarios of cause and effect. For instance, it seems simple enough that spraying pesticides would help plants grow
by killing pest insects, but it may trigger a host of other
unexpected reactions. For example, if spraying pushes down
the insect population, its predators will have less food. As their population dips, the reduced predation would allow the
insect population to rise, counteracting the effects of 
our pesticides. Note that each feedback is
the product of the links in the loop. Add one negative link and it will
reverse the feedback force entirely, and one weak link will reduce the
effect of the entire feedback considerably. Lose a link, and the whole loop is broken. But this is only a simple example, since natural communities consist not 
of separate food chains, but networks of interactions. Feedback loops will often be indirect,
occurring through longer chains. A food web containing twenty populations
can generate thousands of loops of up to twenty links in length. But instead of forming a disordered 
cacophany, feedback loops in ecological systems
play together, creating regular patterns
just like multiple instruments, coming together to create a complex
but harmonious piece of music. Wide-ranging negative feedbacks
keep the positive feedbacks in check, like drums maintaining a rhythm. You can look at the way a particular
ecosystem functions within its unique habitat as representing its trademark sound. Ocean environments dominated 
by predator-prey interactions, and strong negative and positive loops
stabilized by self-damping feedback, are powerful and loud,
with many oscillations. Desert ecosystems, where the 
turn over of biomass is slow, and the weak feedbacks loops through dead
matter are more like a constant drone. And the tropical rainforest,
with its great diversity of species, high nutrient turnover, and strong feedbacks
among both living and dead matter, is like a lush panoply of sounds. Despite their stabilizing effects, many of these habitats and their 
ecosystems develop and change over time, as do the harmonies they create. Deforestation may turn lush tropics
into a barren patch, like a successful ensemble breaking up
after losing its star performers. But an abandoned patch of farmland
may also become a forest over time, like a garage band growing into
a magnificent orchestra."
55,lmWh9jV_1ac,How do tornadoes form? - James Spann,"They call me the tornado chaser. When the wind is up 
and conditions are right, I get in my car and follow violent storms. ""Crazy,"" you say? Perhaps, but really I
chase these sky beasts to learn about them. I want to share with you what I know. Tornadoes are rapidly rotating columns
of air that form inside storms that connect with the ground via
a funnel of cloud. When that happens, 
they tear across the Earth, posing a huge threat to life and property. Because of this, there's a great deal
of research into these phenomena, but the truth is, there's still a lot
we don't know about how tornadoes form. The conditions that may 
give rise to one tornado won't necessarily cause another. But we have learned a lot since
people first started recording tornadoes, like how to recognize the signs
when one is brewing in the sky. Are you coming along for the ride? Tornadoes begin with a thunderstorm
but not just any thunderstorm. These are especially powerful, towering
thunderstorms called supercells. Reaching up to over 50,000 feet,
they bring high force winds, giant hailstones, sometimes flooding
and great flashes of lightning, too. These are the kinds of storms
that breed tornadoes, but only if there are also very
specific conditions in place, clues that we can measure and look out for
when we're trying to forecast a storm. Rising air is the first ingredient needed
for a tornado to develop. Any storm is formed 
when condensation occurs, the byproducts of the clouds. Condensation releases heat, and heat becomes the energy that drives
huge upward drafts of air. The more condensation
and the bigger the storm clouds grow, the more powerful those updrafts become. In supercells, this rising airmass 
is particularly strong. As the air climbs, it can change direction
and start to move more quickly. Finally, at the storm's base,
if there is a lot of moisture, a huge cloud base develops,
giving the tornado something to feed off later,
if it gets that far. When all these things are in place,
a vortex can develop enclosed by the storm, and forming a wide, tall tube of spinning
air that then gets pulled upwards. We call this a mesocyclone. Outside, cool, dry, sinking air starts to wrap around the back of
this mesocyclone, forming what's known as a
rear flank downdraft. This unusual scenario creates 
a stark temperature difference between the air inside the mesocyclone,
and the air outside, building up a level of instability
that allows a tornado to thrive. Then, the mesocyclone's lower part
becomes tighter, increasing the speed of the wind. If, and that's a big if,
this funnel of air moves down into that large, moist cloud base
at the bottom of the parent storm, it sucks it in and turns it 
into a rotating wall of cloud, forming a link between 
the storm that created it and the Earth. The second that tube of
spinning cloud touches the ground, it becomes a tornado. Most are small and short-lived,
producing winds of 65-110 miles per hour, but others can last for over an hour,
producing 200 mile per hour winds. They are beautiful but terrifying, especially if you or 
your town is in its path. In that case, no one,
not even tornado chasers like me, enjoy watching thing unfold. Just like everything, however,
tornadoes do come to an end. When the temperature difference disappears
and conditions grow more stable, or the moisture in the air dries up, the once fierce parent storm loses
momentum and draws its tornado back inside. Even so, meteorologists and storm chasers
like me will remain on the lookout, watching, always watching to see
if the storm releases its long rope again."
56,KMudRLPZidg,What's hidden among the tallest trees on Earth? - Wendell Oshiro,"Some people can't see 
the forest for the trees, but before Stephen Sillett, no one could see
or even imagine the forest in the trees. Stephen was an explorer of 
new worlds from the start. He spent his boyhood in Harrisburg, Pennsylvania reading Tolkien and playing 
Dungeons and Dragons with his brother Scott. But when the Sillett family visited 
their grandparent's cabin near Gettysburg, their grandmother Helen Poe Sillett, would take the boys into the nearby 
mountains and forests to bird-watch. They called Grandma Sillett Poe, and she taught the boys to identify 
songbirds, plants and even lichens, creatures that often look like splotches of carpet
glued to the shady sides of rocks and tree trunks. Looking upwards, 
both boys found their callings. Scott became a research scientist 
specializing in migratory birds. Stephen was more interested in the trees. The tangle of branches and leaves
attracted his curiosity. What could be hidden up there? By the time Stephen was in college,
that curiosity pulled him skyward to the tallest trees on Earth:
the ancient coast redwoods of Northern California. Rising from trunks 
up to 20 feet in diameter, redwoods can grow up to 380 feet, or 38 stories,
over a 2,000 year lifetime. But no one had thought to investigate 
the crowns of these natural skyscrapers. Were there more than 
just branches up there? Stephen decided to find out firsthand. In 1987, Stephen, his brother Scott
and his friend Marwood drove from Reed College in Oregon to Prairie Creek Redwoods State Park
in Northern California. Deep inside the park,
Stephen picked the tallest redwood he could find. Its lowest branches
were almost 100 feet up, far beyond his reach. But he saw a younger, shorter redwood 
growing next to the target tree. With a running start, he leapt 
and grabbed the lowest branch, pulled himself up and scurried upwards. He was free climbing
without ropes or a harness, one misstep meant death. But up he went, 
and when he reached the peak, he swayed and leapt across the gap of space
onto a branch of the target tree and into a world never seen before. His buddy Marwood followed him up, and the two young men free climbed
high into the redwood's crown. Stephen came across lichens
like Grandma Poe had shown him as a boy. He noticed that the higher he went,
the thicker the branches were, not the case with most trees. He found moist mats of soil many inches thick, made from fallen needles, bark,
other plant debris and dust from the sky piled on the tops of the large branches. He even found reiterations: new redwood tree trunks 
growing out from the main trunk. The redwood had cloned itself. When Stephen reached the pinnacle, he rested on a platform of 
crisscrossing branches and needles. Growing in the soil mat was a 
huckleberry bush with ripe berries! He ate some and waited for his friend. Stephen had discovered a new world
hundreds of feet above the ground. His climb led to more excursions,
with safety equipment, thank goodness, up other ancient redwoods
as he mapped and measured the architecture of branches and additional trunks
in the canopy of an entire grove. Stephen became an expert
in the ecology of the tallest trees on Earth and the rich diversity of life in their crowns,
aerial ecosystems no one had imagined. There are ferns, fungi and epiphytic trees
normally found at ground level like Douglas firs, hemlocks and tan oaks whose roots had taken hold
in the rich wet soil mats. Invertebrates such as ants, bumblebees, 
mites, beetles, earthworms and aquatic crustacean copepods make their homes alongside
flowering plants like rhododendrons, currant
and elderberry bushes. Ospreys, spotted owls, and jays
search the canopy for food. Even the marbled murrelet, 
a Pacific seabird, flies many miles from the ocean
to nest there. Squirrels and voles 
peek out of penthouse burrows. And the top predator?
The mighty wandering salamander! Sillett's research has changed
how we think about tall trees, and bolstered the case
for their conservation, not just as impressive
individual organisms but as homes to countless other species. So when you look up into 
the branches and leaves of a tree, ask, ""What else is up there?"" A new world might be just out of reach.
So leap for it."
57,ujKL1pUHDfo,The coelacanth: A living fossil of a fish - Erin Eastwood,"The dead coming back to life sounds scary. But for scientists, it can be
a wonderful opportunity. Of course, we're not talking about zombies. Rather, this particular opportunity
came in the unlikely form of large, slow-moving fish
called the coelacanth. This oddity dates back 360 million years, and was believed to have died out
during the same mass extinction event that wiped out the dinosaurs
65 million years ago. To biologists and paleontologists,
this creature was a very old and fascinating but entirely extinct fish,
forever fossilized. That is, until 1938 when Marjorie Courtenay-Latimer,
a curator at a South African museum, came across a prehistoric looking, gleaming
blue fish hauled up at the nearby docks. She had a hunch that this strange,
1.5 meter long specimen was important but couldn't preserve it in time
to be studied and had it taxidermied. When she finally was able to
reach J.L.B. Smith, a local fish expert, he was able to confirm, at first site,
that the creature was indeed a coelacanth. But it was another 14 years before
a live specimen was found in the Comoros Islands, allowing scientists to
closely study a creature that had barely evolved
in 300 million years. A living fossil. Decades later, a second species
was found near Indonesia. The survival of creatures
thought extinct for so long proved to be one of the
biggest discoveries of the century. But the fact that the coelacanth
came back from the dead isn't all that makes
this fish so astounding. Even more intriguing is the fact that
genetically and morphologically, the coelacanth has more in common
with four-limbed vertebrates than almost any other fish,
and its smaller genome is ideal for study. This makes the coelacanth a powerful link
between aquatic and land vertebrates, a living record of their transition from
water to land millions of years ago. The secret to this transition is in the fins. While the majority of ocean fish
fall into the category of ray-finned fishes, coelacanths are part of a much smaller,
evolutionarily distinct group with thicker fins known as lobe-finned fish. Six of the coelacanth's fins contain bones
organized much like our limbs, with one bone connecting
the fin to the body, another two connecting the bone
to the tip of the fin, and several small,
finger-like bones at the tip. Not only are those fins structured
in pairs to move in a synchronized way, the coelacanth even shares
the same genetic sequence that promotes limb development
in land vertebrates. So although the coelacanth
itself isn't a land-walker, its fins do resemble those
of its close relatives who first hauled their bodies onto land with the help of these
sturdy, flexible appendages, acting as an evolutionary bridge
to the land lovers that followed. So that's how this prehistoric fish
helps explain the evolutionary movement of vertebrates from water to land. Over millions of years, 
that transition led to the spread of all
four-limbed animals, called tetrapods, like amphibians, birds, and even
the mammals that are our ancestors. There's even another powerful clue in that unlike most fish,
coelacanths don't lay eggs, instead giving birth to live, young pups,
just like mammals. And this prehistoric fish will continue to
provide us with fascinating information about the migration of vertebrates
out of the ocean over 300 million years ago. A journey that ultimately drove
our own evolution, survival and existence. Today the coelacanth remains the symbol
of the wondrous mysteries that remain to be uncovered by science. With so much left to learn about this fish,
the ocean depths and evolution itself, who knows what other well-kept secrets
our future discoveries may bring to life!"
58,vG-QZOTc5_Q,Inside the ant colony - Deborah M. Gordon,"Think about all the things that need to happen for a human settlement to thrive: obtaining food, building shelter, raising children and more. There needs to be a way to divide resources, organize major efforts and distribute labor efficiently. Now imagine having to do this without any sort of planning or higher level communication. Welcome to the ant colony. Ants have some of the most complex social organization in the animal kingdom, living in structured colonies containing different types of members who perform specific roles. But although this may sound similar to some human societies, this organization doesn't arise from any higher level decisions, but is part of a biologically programmed cycle. In many species, all the winged males and winged virgin queens from all the nearby colonies in the population each leave from their different nests and meet at a central place to mate, using pheromones to guide each other to a breeding ground. After mating, the males die off, while females try to establish a new colony. The few that are successful settle down in a suitable spot, lose their wings, and begin laying eggs, selectively fertilizing some using stored sperm they've saved up from mating. Fertilized eggs grow into female workers who care for the queen and her eggs. They will then defend the colony and forage for food, while unfertilized eggs grow into males whose only job is to wait until they are ready to leave the nest and reproduce, beginning the cycle again. So how do worker ants decide what to do and when? Well, they don't really. Although they have no methods of intentional communication, individual ants do interact with one another through touch, sound and chemical signals. These stimuli accomplish many things from serving as an alarm to other ants if one is killed, to signaling when a queen is nearing the end of her reproductive life. But one of the most impressive collective capabilities of an ant colony is to thoroughly and efficiently explore large areas without any predetermined plan. Most species of ants have little or no sense of sight and can only smell things in their vicinity. Combined with their lack of high level coordination, this would seem to make them terrible explorers, but there is an amazingly simple way that ants maximize their searching efficiency; by changing their movement patterns based on individual interactions. When two ants meet, they sense each other by touching antennae. If there are many ants in a small area this will happen more often causing them to respond by moving in more convoluted, random paths in order to search more thoroughly. But in a larger area, with less ants, where such meetings happen less often, they can walk in straight lines to cover more ground. While exploring their environment in this way, an ant may come across any number of things, from threats or enemies, to alternate nesting sites. And some species have another capability known as recruitment. When one of these ants happens to find food, it will return with it, marking its path with a chemical scent. Other ants will then follow this pheromone trail, renewing it each time they manage to find food and return. Once the food in that spot is depleted, the ants stop marking their return. The scent dissipates and ants are no longer attracted to that path. These seemingly crude methods of search and retrieval are, in fact, so useful that they are applied in computer models to obtain optimal solutions from decentralized elements, working randomly and exchanging simple information. This has many theoretical and practical applications, from solving the famous traveling salesman problem, to scheduling computing tasks and optimizing Internet searches, to enabling groups of robots to search a minefield or a burning building collectively, without any central control. But you can observe these fascinatingly simple, yet effective, processes directly through some simple experiments, by allowing ants to enter empty spaces of various sizes and paying attention to their behavior. Ants may not be able to vote, hold meetings or even make any plans, but we humans may still be able to learn something from the way that such simple creatures are able to function so effectively in such complex ways."
59,fHztd6k5ZXY,A guide to the energy of the Earth - Joshua M. Sneideman,"Energy is all around us, a physical quantity that follows
precise natural laws. Our universe has a finite amount of it; it's neither created nor destroyed but can take different forms, such as kinetic or potential energy, with different properties
and formulas to remember. For instance, an LED desk lamp's 6 Watt bulb transfers 6 Joules
of light energy per second. But let's jump back up into space to look at our planet,
its systems, and their energy flow. Earth's physical systems include the atmosphere, hydrosphere, lithosphere, and biosphere. Energy moves in and out of these systems, and during any energy
transfer between them, some is lost to the surroundings, as heat, light, sound, vibration, or movement. Our planet's energy comes from
internal and external sources. Geothermal energy
from radioactive isotopes and rotational energy
from the spinning of the Earth are internal sources of energy, while the Sun
is the major external source, driving certain systems,
like our weather and climate. Sunlight warms the surface and atmosphere
in varying amounts, and this causes convection, producing winds
and influencing ocean currents. Infrared radiation, radiating out
from the warmed surface of the Earth, gets trapped by greenhouse gases
and further affects the energy flow. The Sun is also the major source
of energy for organisms. Plants, algae, and cyanobacteria use sunlight to produce organic matter from carbon dioxide and water, powering the biosphere's food chains. We release this food energy
using chemical reactions, like combustion and respiration. At each level in a food chain,
some energy is stored in newly made chemical structures, but most is lost to the surroundings, as heat, like your body heat, released by your digestion of food. Now, as plants are eaten
by primary consumers, only about 10% of their total energy
is passed on to the next level. Since energy can only flow
in one direction in a food chain, from producers on to consumers
and decomposers, an organism that eats lower
on the food chain, is more efficient than one higher up. So eating producers
is the most efficient level at which an animal can get its energy, but without continual input of energy
to those producers, mostly from sunlight, life on Earth as we know it
would cease to exist. We humans, of course, spend our energy
doing a lot of things besides eating. We travel, we build, we power
all sorts of technology. To do all this, we use sources like fossil fuels: coal, oil, and natural gas, which contain energy that plants captured
from sunlight long ago and stored in the form of carbon. When we burn fossil fuels in power plants, we release this stored energy to generate electricity. To generate electricity, heat from burning fossil fuels
is used to power turbines that rotate magnets, which, in turn, create
magnetic field changes relative to a coil of wire, causing electrons to be
induced to flow in the wire. Modern civilization depends on our ability to keep powering that flow of electrons. Fortunately, we aren't limited
to burning non-renewable fossil fuels to generate electricity. Electrons can also be induced to flow by direct interaction
with light particles, which is how a solar cell operates. Other renewable energy sources, such as wind, water, geothermal, and biofuels can also be used to generate electricity. Global demand for energy is increasing, but the planet
has limited energy resources to access through a complex
energy infrastructure. As populations rise, alongside rates of industrialization
and development, our energy decisions grow
more and more important. Access to energy
impacts health, education, political power, and socioeconomic status. If we improve our energy efficiency, we can use our natural resources
more responsibly and improve quality of life for everyone."
60,4Vfn5CV9juI,How to speak monkey: The language of cotton-top tamarins - Anne Savage,"Living with her family high above the ground in the northern tropical forests of Colombia, you will find Shakira, a cotton-top tamarin with a penchant for conversation. Say, ""Hola!"" Though you may not realize it, this one pound monkey communicates in a highly sophisticated language of 38 distinct calls based on variations of chirps and whistles. The response she just gave is known as a ""B chirp"", a call often directed at humans. To appreciate the complexities of Shakira's language, let's learn a few chirps and whistles, then examine how their combinations form grammatically structured sequences. The chirp Shakira used to greet us comes from a class of calls known as single frequency modulated syllables. This class is made up of short duration calls, or chirps, and long duration calls, like screams and squeals. Researchers have determined that there are eight different types of chirps categorized by stem upsweep, duration, peak frequency, and frequency change. In addition, each chirp has its own unique meaning. For example, Shakira's ""C chirp"" is used when she is approaching food, where as her ""D chirp"" is only used when she has the food in hand. Single whistles also exhibit a unique intention with each call and just as there are eight different chirps, there are five different whistles. Based on frequency modulation, single whistles are subdivided into four categories: squeaks, initially modulated whistles, terminally modulated whistles, and flat whistles. The language's quality of unique intention is wonderfully exemplified by the category of initially modulated whistles. These whistles change based on the proximity of Shakira to other members of her family. If Shakira is greater than .6 meters from her family, she'll sound a large initally modulated whistle. But if she's less than .6 meters from her family, she'll sound a small initially modulated whistle. Now that we've learned a few chirps and whistles, Shakira wants to show off by taking you through a quick day in her life with these calls. While heading towards a feeding tree for her first meal of the day, she says, (monkey noise), a call most often used in relaxed investigations. However, suddenly she spots the shadow of a hawk. ""E chirp"" for alarm. This call alerts her family to the presence of this predator, and Shakira jumps to the safety of an inner branch. The coast seems clear, so Shakira makes her way towards her dad. Wait, wait. Who is that? Ah, it's her younger brother, Carlos. Cotton-top tamarins often squeal during play wrestling. Uh-oh. He's playing a little too roughly, and Shakira screams, alerting her parents to help her. Her dad makes his way towards the ball of rolling fur and her brother stops. Shakira shakes herself and scratches herself to get the hair on her head back in place. Then Shakira spots another group of unfamiliar tamarins and hears their normal long call. She turns to her family. (Monkey noise) Did you catch that? First there was a chirp, then a whistle. This is what's known as a combination vocalization, a phrase that contains both a chirp and a whistle. These are two calls strung together to convey a message. The combination of these two elements alerts her family to the presence of another group, the ""F chirp"", and the distance they are away, the normal long call whistle. In other words, Shakira just said a sentence. Her simple demonstration is just the tip of the iceberg. She's got trills, chatters, multiple whistle calls, more combination vocalizations, even twitters. Yet sadly enough, we may not get to hear everything she has to say. Mixed in with chirping sonatas from high above is the constant thud of a machete chopping trees. Shakira's habitat in Colombia is being cut down, piece by piece, and if we don't work to protect the critically endangered cotton-top tamarin, it will become extinct in our lifetime. If the chirp from one tamarin to the next has proven to be more than just idle chit chat, imagine what else we have left to discover. Imagine what else Shakira can tell us."
